,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
4462,"Time is running out to protect our world from #ClimateChange.

I'm using my #VoiceForClimate: @grantshapps will you… https://t.co/MC2A8u18eR",0,0,3,UK-based wildlife artist on a mission to stop extinction. Sustainable clothing. Art prints. Fine art. Supports various wildlife conservation projects.,4,chadkilloran,2023-02-06 08:58:56
4463,RT @UNDP: Historically young people have been left out of decision-making processes yet they bear the biggest brunt of #ClimateChange. Our…,61,0,397,"from idea to execution. 
Living the creative art of life #analytics #Bizdev & Biz Research. climate action facilitator, industrialist, a sweat outlier.",82,ini_et_al,2023-02-06 08:58:42
4464,"RT @UpscforAll: Hydropower project in the Himalaya should be reconsidered

Source: Indian Express

GS Paper-3: Infrastructure, Climate chan…",29,0,5003,try to become learner,98,Pawan35597461,2023-02-06 08:58:38
4465,RT @UNOceanDecade: 🔝 2022 posts🤔Did you know that only 53% of the world’s national education curricula make any reference to #climatechange…,18,0,6923,practical #ClimateAction ~ Join my journey to #ZeroCarbon ~ #climate #ClimateChange #videos ~ #hope in the face of #GlobalWarming & #ClimateCrisis ~ born 329ppm,6982,MyZeroCarbon,2023-02-06 08:58:14
4466,RT @_david_ho_: It’s always jarring to hear my students say that their friends don’t care about the consequences of #ClimateChange because…,7,0,1088,"@Oslopartiet @FIVH @WWFNorge  @Europabevegelse @Naturvern
@MEforeningen @ReddBarna https://t.co/hQg09xXbyK
https://t.co/PppEbHCD93",3455,gerd27836653,2023-02-06 08:57:36
4467,"RT @Sandeep4Earth: There is no place to live other than Earth; save the Earth!

#savetheearth #savetheplanet #zerowasteholiday #unwrapxmas…",10,0,5,Yes World Chennai,6,yesworldchennai,2023-02-06 08:57:02
4468,"RT @plantscifyi: Join us tomorrow @ThePlantCell webinar Plant Responses to Abiotic Stress! 🧐🌱😯🧂🛢️💦🌡️🤓
#plantresearch #plantscifyi #abiotics…",10,0,418,,888,EPSGradSchool,2023-02-06 08:56:36
4469,"27 countries form ""Coalition of Trade Ministers on Climate"" to tackle #climatechange. 50+ trade ministers, civil so… https://t.co/yyEZ0A6AcL",0,0,81,Join us; we'll help you be compliant with nature. Follow #aithergroup,335,AitherGlobal,2023-02-06 08:56:29
4470,RT @zerocitizen_io: These satellite images &amp; heat spots show the severity of the forest fires in Chile caused by the heatwave that recorded…,7,0,3380,,3115,Bosscatxrollins,2023-02-06 08:56:21
4471,RT @zerocitizen_io: These satellite images &amp; heat spots show the severity of the forest fires in Chile caused by the heatwave that recorded…,7,0,240,"Community Manager @savagegirlguild , Moderator @zerocitizen_io
Building a brighter future by making our mark in the NFT and web3
World.#Cardano #Near",101,SantolNFT,2023-02-06 08:55:29
4472,"RT @BehorizonOrg: 🇪🇺 introduced the ""Green Deal Industrial Plan for the Net-Zero Age"" to stay competitive in a rapidly changing world. Here…",5,0,121,#StandWithUkraine We provide insight and bring together rigorous research and extensive field experience to influence and promote global peace and security.,3021,BehorizonOrg,2023-02-06 08:55:14
4473,"RT @ahougnan_p: Deforestation causes irreparable damage to the environment, including accelerating climate change. Reforestation can help r…",1,0,649,Aspire to be woke. Wise enough to appreciate how little I know. Taking my advice from @IndependentSage,384,aandywilson1,2023-02-06 08:55:02
4474,"RT @GaelleMogli: https://t.co/3BO8Uui3EJ

#Humanitarian needs are at a historic high. With the effects of #climatechange, including the new…",4,0,7148,The International #Solidarity Network is a #humanitarian social impact network dedicated to the #SDGs. With @gaellemogli & @adamrogers2030 - #SDGinfluencers,6508,ConnectAID_int,2023-02-06 08:54:53
4475,RT @_MCII_: .@UNUEHS's ECA Studies project’s main objectives are to support decision makers in developing adaptation strategies and to deve…,2,0,491,"Development Economist working on Climate Adaptation at @UNUEHS / @_MCII_
Vegetarian; running and pizza enthusiast 🍕
Opinions are my own.",129,Florian_Wald_,2023-02-06 08:54:43
4476,"RT @recycle_now: Wasted food has a big impact on #ClimateChange, which is why more and more of us are recycling our food waste.

Here's wha…",26,0,178,,19,Barrypatience2,2023-02-06 08:54:39
4477,"RT @ipfconline1: Programmable home insulation that could replace air conditioning systems 

https://t.co/5WHbxBOv9X via @techxplore_com

#C…",10,0,32986,"#DigitalMarketing #AI #eLearning 
#IoT #BigData #Ethics #Cuisine
MD Psychology @ipfconline1 Team",33709,RosyCoaching,2023-02-06 08:54:22
4478,"RT @K_Tangri: Out now - new report on climate mobility 'African Shifts' analyses 
realities of #climatechange induced #migration in Africa…",8,0,154034,"Africa News, Africa Business, Africa Tech, Africa Sports & Entertainment.

Subscribe to our YouTube: https://t.co/0HUbhrGNn9",140028,africaupdates,2023-02-06 08:54:05
4479,"RT @FairventuresUg: ""With each #tree we plant, we're fighting against #climatechange and securing a better tomorrow.""  #planttrees #Climate…",6,0,559,God above all🥰💝,509,winnieval1,2023-02-06 08:54:03
4480,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss &amp; u…",507,0,84,,36,claire_joaquin,2023-02-06 08:54:01
4481,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,422,"Author, humanitarian, environmental activist",110,GBO20171,2023-02-06 08:53:45
4482,RT @angryman1972: Are some cows better at weathering climate change? - Mirage News https://t.co/Ach8JQHMJv #ClimateChange,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:42
4483,RT @angryman1972: Are some cows better at weathering climate change? - Mirage News https://t.co/Ach8JQHMJv #ClimateChange,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:42
4484,RT @angryman1972: Are some cows better at weathering climate change? - Mirage News https://t.co/Ach8JQHMJv #ClimateChange,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:42
4485,RT @angryman1972: How does climate change threaten global food production? - Eco-Business https://t.co/XtF0SS9grk #ClimateChange,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:41
4486,RT @angryman1972: How does climate change threaten global food production? - Eco-Business https://t.co/XtF0SS9grk #ClimateChange,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:41
4487,RT @angryman1972: How does climate change threaten global food production? - Eco-Business https://t.co/XtF0SS9grk #ClimateChange,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:41
4488,RT @angryman1972: Climate change to prolong reinsurance hard market: Goldman Sachs - https://t.co/GoYgPK2hJh https://t.co/1FgA13Vu8C #Clima…,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:40
4489,RT @angryman1972: Climate change to prolong reinsurance hard market: Goldman Sachs - https://t.co/GoYgPK2hJh https://t.co/1FgA13Vu8C #Clima…,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:40
4490,RT @angryman1972: Climate change to prolong reinsurance hard market: Goldman Sachs - https://t.co/GoYgPK2hJh https://t.co/1FgA13Vu8C #Clima…,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:40
4491,"RT @marcuslindner_: We currently have a six month traineeship opportunity open on ""Adapting forest management to a changing climate – betwe…",3,0,1097,Research & policy support on forest-related issues @efiresilience @efimedfacility @EfiGovernance @EFIpartnerships @EFIForestPolicy @efibioregions,13925,europeanforest,2023-02-06 08:53:38
4492,RT @angryman1972: Renewi : rated ‘C-score' for Climate Change by CDP - https://t.co/1NTEMHzbGe https://t.co/QeP6msRmTX #ClimateChange,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:37
4493,RT @angryman1972: Renewi : rated ‘C-score' for Climate Change by CDP - https://t.co/1NTEMHzbGe https://t.co/QeP6msRmTX #ClimateChange,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:37
4494,RT @angryman1972: Renewi : rated ‘C-score' for Climate Change by CDP - https://t.co/1NTEMHzbGe https://t.co/QeP6msRmTX #ClimateChange,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:37
4495,"RT @angryman1972: Antarctica`s Only Electric Vehicle Redesigned to Deal With Climate Change, Here`s How? - Zee News https://t.co/vK3uQJ3uhw…",4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:36
4496,"RT @angryman1972: Antarctica`s Only Electric Vehicle Redesigned to Deal With Climate Change, Here`s How? - Zee News https://t.co/vK3uQJ3uhw…",4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:36
4497,"RT @angryman1972: Antarctica`s Only Electric Vehicle Redesigned to Deal With Climate Change, Here`s How? - Zee News https://t.co/vK3uQJ3uhw…",4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:36
4498,RT @angryman1972: Driving accelerated climate action while adapting to the impacts of ... - Economist Impact https://t.co/9WHYvv7aOr #Clima…,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:35
4499,RT @angryman1972: Driving accelerated climate action while adapting to the impacts of ... - Economist Impact https://t.co/9WHYvv7aOr #Clima…,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:35
4500,RT @angryman1972: Driving accelerated climate action while adapting to the impacts of ... - Economist Impact https://t.co/9WHYvv7aOr #Clima…,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:35
4501,"RT @angryman1972: Reparations for climate change loss, damage - ABS-CBN News https://t.co/aMdQsvIB8K #ClimateChange",4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:34
4502,"RT @angryman1972: Reparations for climate change loss, damage - ABS-CBN News https://t.co/aMdQsvIB8K #ClimateChange",4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:34
4503,"RT @angryman1972: Reparations for climate change loss, damage - ABS-CBN News https://t.co/aMdQsvIB8K #ClimateChange",4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:33
4504,"RT @angryman1972: Pump more funding into climate change fight, says Frazer Binns - Jamaica Gleaner https://t.co/W6mSS5uK8G #ClimateChange",4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 08:53:32
4505,"RT @angryman1972: Pump more funding into climate change fight, says Frazer Binns - Jamaica Gleaner https://t.co/W6mSS5uK8G #ClimateChange",4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 08:53:32
4506,"RT @angryman1972: Pump more funding into climate change fight, says Frazer Binns - Jamaica Gleaner https://t.co/W6mSS5uK8G #ClimateChange",4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 08:53:32
4507,"""A new #digitaltwin #simulation toolkit to address #climatechange"" and its consequences effectively and sustainably… https://t.co/qBKvgIxvXE",0,0,111,"Together let's accelerate the co-construction of a more connected, sustainable, resilient and inclusive world.",421,Siradel3D,2023-02-06 08:53:26
4508,"RT @FAOemergencies: Natural hazards like floods, storms, and droughts are occurring 3 times more often today than in the 1970s.  
 
Did you…",7,0,674,"#Pastrolist, Humanitarian professional, Specialized in #FoodSystems, #Nutrition, #livelihood, #CashTransfer, #DRR, #ClimateChange and #Resilience programming.",1321,Faisal_Abdi_Siy,2023-02-06 08:53:26
4509,"RT @recycle_now: Wasted food has a big impact on #ClimateChange, which is why more and more of us are recycling our food waste.

Here's wha…",26,0,104,"Enva is a full-service and leading provider of recycling and resource recovery solutions, employing over 1500 people at locations across the UK & Ireland.",554,envagroup,2023-02-06 08:53:18
4510,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,1116,"Gender and Monitoring and Evaluation Officer
UNDP Mauritius and Seychelles",185,imfarzeena,2023-02-06 08:52:57
